Fondsposition per,"18.Nov.2025"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"BGN","BANCA GENERALI","Financials","Aktien","2.318.254,95","0,03","2.318.254,95","44.539,00","52,05","Italien","Borsa Italiana","EUR"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","2.312.417,80","0,03","2.312.417,80","15.806,00","146,30","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"FRO","FRONTLINE","Energie","Aktien","2.299.065,30","0,03","2.299.065,30","105.228,00","21,85","Norwegen","Oslo Bors Asa","NOK"
"ZEG","ZEGONA COMMUNICATIONS PLC","Kommunikation","Aktien","2.290.535,18","0,03","2.290.535,18","170.330,00","13,45","Vereinigtes Königreich","London Stock Exchange","GBP"
"PNN","PENNON GROUP PLC","Versorger","Aktien","2.287.252,08","0,03","2.287.252,08","401.098,00","5,70","Vereinigtes Königreich","London Stock Exchange","GBP"
"COV","COVIVIO SA","Immobilien","Aktien","2.282.906,40","0,03","2.282.906,40","41.357,00","55,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SUNN","SUNRISE N CLASS A AG","Kommunikation","Aktien","2.269.655,97","0,02","2.269.655,97","49.885,00","45,50","Schweiz","SIX Swiss Exchange","CHF"
"ROR","ROTORK PLC","Industrie","Aktien","2.267.472,45","0,02","2.267.472,45","611.036,00","3,71","Vereinigtes Königreich","London Stock Exchange","GBP"
"TEG","TAG IMMOBILIEN AG","Immobilien","Aktien","2.260.827,65","0,02","2.260.827,65","160.913,00","14,05","Deutschland","Xetra","EUR"
"SFZN","SIEGFRIED HOLDING AG","Gesundheitsversorgung","Aktien","2.260.970,20","0,02","2.260.970,20","30.175,00","74,93","Schweiz","SIX Swiss Exchange","CHF"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aktien","2.239.103,59","0,02","2.239.103,59","108.627,00","20,61","Schweden","Nasdaq Omx Nordic","SEK"
"HUH1V","HUHTAMAKI","Materialien","Aktien","2.201.752,00","0,02","2.201.752,00","78.634,00","28,00","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"CWK","CRANSWICK PLC","Nichtzyklische Konsumgüter","Aktien","2.195.598,98","0,02","2.195.598,98","39.606,00","55,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"RUI","RUBIS","Versorger","Aktien","2.175.342,48","0,02","2.175.342,48","68.364,00","31,82","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MANTA","MANDATUM","Financials","Aktien","2.166.402,57","0,02","2.166.402,57","345.629,00","6,27","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"MBK","MBANK SA","Financials","Aktien","2.162.541,94","0,02","2.162.541,94","8.941,00","241,87","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"RS1","RS GROUP PLC","Industrie","Aktien","2.162.677,68","0,02","2.162.677,68","341.531,00","6,33","Vereinigtes Königreich","London Stock Exchange","GBP"
"EMG","MAN GROUP PLC","Financials","Aktien","2.157.695,83","0,02","2.157.695,83","947.833,00","2,28","Vereinigtes Königreich","London Stock Exchange","GBP"
"FDJU","FDJ UNITED","Zyklische Konsumgüter ","Aktien","2.129.783,10","0,02","2.129.783,10","91.407,00","23,30","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MYCR","MYCRONIC","IT","Aktien","2.113.364,37","0,02","2.113.364,37","113.657,00","18,59","Schweden","Nasdaq Omx Nordic","SEK"
"CCL","CARNIVAL PLC","Zyklische Konsumgüter ","Aktien","2.106.266,87","0,02","2.106.266,87","103.113,00","20,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"ARCAD","ARCADIS NV","Industrie","Aktien","2.098.837,08","0,02","2.098.837,08","58.594,00","35,82","Niederlande","Euronext Amsterdam","EUR"
"RBREW","ROYAL UNIBREW","Nichtzyklische Konsumgüter","Aktien","2.094.453,28","0,02","2.094.453,28","29.432,00","71,16","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"HIK","HIKMA PHARMACEUTICALS PLC","Gesundheitsversorgung","Aktien","2.087.821,35","0,02","2.087.821,35","118.086,00","17,68","Vereinigtes Königreich","London Stock Exchange","GBP"
"KBCA","KBC ANCORA NV","Financials","Aktien","2.081.127,70","0,02","2.081.127,70","29.353,00","70,90","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SIGN","SIG GROUP N AG","Materialien","Aktien","2.079.535,26","0,02","2.079.535,26","225.742,00","9,21","Schweiz","SIX Swiss Exchange","CHF"
"REY","REPLY","IT","Aktien","2.080.189,10","0,02","2.080.189,10","18.623,00","111,70","Italien","Borsa Italiana","EUR"
"GL9","GLANBIA PLC","Nichtzyklische Konsumgüter","Aktien","2.064.048,45","0,02","2.064.048,45","141.859,00","14,55","Irland","Irish Stock Exchange - All Market","EUR"
"CMBN","CEMBRA MONEY BANK LTD","Financials","Aktien","2.047.630,18","0,02","2.047.630,18","21.243,00","96,39","Schweiz","SIX Swiss Exchange","CHF"
"HOLM B","HOLMEN CLASS B","Materialien","Aktien","2.045.847,94","0,02","2.045.847,94","65.906,00","31,04","Schweden","Nasdaq Omx Nordic","SEK"
"QQ.","QINETIQ GROUP PLC","Industrie","Aktien","2.045.964,88","0,02","2.045.964,88","413.888,00","4,94","Vereinigtes Königreich","London Stock Exchange","GBP"
"RF","EURAZEO","Financials","Aktien","2.045.429,60","0,02","2.045.429,60","38.161,00","53,60","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LIGHT","SIGNIFY NV","Industrie","Aktien","2.037.175,56","0,02","2.037.175,56","102.732,00","19,83","Niederlande","Euronext Amsterdam","EUR"
"BCVN","BC VAUD N","Financials","Aktien","2.031.080,53","0,02","2.031.080,53","20.199,00","100,55","Schweiz","SIX Swiss Exchange","CHF"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","2.023.505,05","0,02","2.023.505,05","72.105,00","28,06","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"WIE","WIENERBERGER AG","Materialien","Aktien","2.017.928,40","0,02","2.017.928,40","79.446,00","25,40","Österreich","Wiener Boerse Ag","EUR"
"NEXI","NEXI","Financials","Aktien","1.998.624,52","0,02","1.998.624,52","515.508,00","3,88","Italien","Borsa Italiana","EUR"
"FR","VALEO","Zyklische Konsumgüter ","Aktien","1.995.042,22","0,02","1.995.042,22","165.495,00","12,06","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"VAR","VAR ENERGI","Energie","Aktien","1.972.122,12","0,02","1.972.122,12","701.748,00","2,81","Norwegen","Oslo Bors Asa","NOK"
"FTK","FLATEXDEGIRO N AG","Financials","Aktien","1.967.320,02","0,02","1.967.320,02","64.587,00","30,46","Deutschland","Xetra","EUR"
"BYG","BIG YELLOW GROUP PLC","Immobilien","Aktien","1.963.443,35","0,02","1.963.443,35","157.863,00","12,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"AALB","AALBERTS NV","Industrie","Aktien","1.949.515,80","0,02","1.949.515,80","74.409,00","26,20","Niederlande","Euronext Amsterdam","EUR"
"UMI","UMICORE SA","Materialien","Aktien","1.946.780,16","0,02","1.946.780,16","134.912,00","14,43","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"PLUS","PLUS500 LTD","Financials","Aktien","1.943.248,25","0,02","1.943.248,25","56.477,00","34,41","Vereinigtes Königreich","London Stock Exchange","GBP"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aktien","1.930.253,70","0,02","1.930.253,70","16.207,00","119,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"VK","VALLOUREC SA","Energie","Aktien","1.926.377,25","0,02","1.926.377,25","121.730,00","15,82","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"FRA","FRAPORT FRANKFURT AIRPORT SERVICES","Industrie","Aktien","1.922.961,20","0,02","1.922.961,20","26.857,00","71,60","Deutschland","Xetra","EUR"
"ROCK B","ROCKWOOL CLASS B","Industrie","Aktien","1.919.227,10","0,02","1.919.227,10","72.061,00","26,63","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"VZN","VZ HOLDING AG","Financials","Aktien","1.915.823,49","0,02","1.915.823,49","11.892,00","161,10","Schweiz","SIX Swiss Exchange","CHF"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Kommunikation","Aktien","1.897.809,17","0,02","1.897.809,17","243.153,00","7,80","Italien","Borsa Italiana","EUR"
"INPST","INPOST SA","Industrie","Aktien","1.879.628,04","0,02","1.879.628,04","198.273,00","9,48","Niederlande","Euronext Amsterdam","EUR"
"PHP","PRIMARY HEALTH PROPERTIES REIT PLC","Immobilien","Aktien","1.843.122,42","0,02","1.843.122,42","1.704.252,00","1,08","Vereinigtes Königreich","London Stock Exchange","GBP"
"VIS","VISCOFAN SA","Nichtzyklische Konsumgüter","Aktien","1.837.245,00","0,02","1.837.245,00","34.665,00","53,00","Spanien","Bolsa De Madrid","EUR"
"SHC","SHAFTESBURY CAPITAL PLC","Immobilien","Aktien","1.835.859,06","0,02","1.835.859,06","1.149.788,00","1,60","Vereinigtes Königreich","London Stock Exchange","GBP"
"AXFO","AXFOOD","Nichtzyklische Konsumgüter","Aktien","1.835.972,24","0,02","1.835.972,24","76.776,00","23,91","Schweden","Nasdaq Omx Nordic","SEK"
"FPE3","FUCHS PREF","Materialien","Aktien","1.834.093,80","0,02","1.834.093,80","48.521,00","37,80","Deutschland","Xetra","EUR"
"SUN","SULZER AG","Industrie","Aktien","1.830.721,70","0,02","1.830.721,70","13.085,00","139,91","Schweiz","SIX Swiss Exchange","CHF"
"THULE","THULE GROUP","Zyklische Konsumgüter ","Aktien","1.816.412,97","0,02","1.816.412,97","85.226,00","21,31","Schweden","Nasdaq Omx Nordic","SEK"
"ALLFG","ALLFUNDS GROUP PLC","Financials","Aktien","1.810.507,68","0,02","1.810.507,68","285.344,00","6,34","Niederlande","Euronext Amsterdam","EUR"
"CDI","CHRISTIAN DIOR","Zyklische Konsumgüter ","Aktien","1.792.602,00","0,02","1.792.602,00","3.123,00","574,00","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AMBU B","AMBU CLASS B","Gesundheitsversorgung","Aktien","1.779.382,44","0,02","1.779.382,44","157.091,00","11,33","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"UTG","UNITE GROUP PLC","Immobilien","Aktien","1.758.924,75","0,02","1.758.924,75","283.875,00","6,20","Vereinigtes Königreich","London Stock Exchange","GBP"
"LOOMIS","LOOMIS CLASS B","Industrie","Aktien","1.751.980,97","0,02","1.751.980,97","54.155,00","32,35","Schweden","Nasdaq Omx Nordic","SEK"
"CAMX","CAMURUS","Gesundheitsversorgung","Aktien","1.742.047,01","0,02","1.742.047,01","31.153,00","55,92","Schweden","Nasdaq Omx Nordic","SEK"
"UNI","UNICAJA BANCO SA","Financials","Aktien","1.739.237,72","0,02","1.739.237,72","721.077,00","2,41","Spanien","Bolsa De Madrid","EUR"
"KEMIRA","KEMIRA","Materialien","Aktien","1.699.186,41","0,02","1.699.186,41","91.207,00","18,63","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"TCAP","TP ICAP GROUP PLC","Financials","Aktien","1.694.860,94","0,02","1.694.860,94","614.611,00","2,76","Vereinigtes Königreich","London Stock Exchange","GBP"
"TOM","TOMRA SYSTEMS","Industrie","Aktien","1.678.707,98","0,02","1.678.707,98","169.538,00","9,90","Norwegen","Oslo Bors Asa","NOK"
"JD.","JD SPORTS FASHION PLC","Zyklische Konsumgüter ","Aktien","1.668.481,83","0,02","1.668.481,83","1.909.428,00","0,87","Vereinigtes Königreich","London Stock Exchange","GBP"
"MOBN","MOBIMO HOLDING AG","Immobilien","Aktien","1.663.765,01","0,02","1.663.765,01","4.384,00","379,51","Schweiz","SIX Swiss Exchange","CHF"
"VTY","VISTRY GROUP PLC","Zyklische Konsumgüter ","Aktien","1.637.547,61","0,02","1.637.547,61","236.325,00","6,93","Vereinigtes Königreich","London Stock Exchange","GBP"
"WIHL","WIHLBORGS FASTIGHETER","Immobilien","Aktien","1.634.999,22","0,02","1.634.999,22","191.908,00","8,52","Schweden","Nasdaq Omx Nordic","SEK"
"BUCN","BUCHER INDUSTRIES AG","Industrie","Aktien","1.622.525,10","0,02","1.622.525,10","4.356,00","372,48","Schweiz","SIX Swiss Exchange","CHF"
"BPT","BRIDGEPOINT GROUP PLC","Financials","Aktien","1.607.144,40","0,02","1.607.144,40","517.999,00","3,10","Vereinigtes Königreich","London Stock Exchange","GBP"
"VID","VIDRALA SA","Materialien","Aktien","1.591.626,30","0,02","1.591.626,30","19.821,00","80,30","Spanien","Bolsa De Madrid","EUR"
"VPK","KONINKLIJKE VOPAK NV","Energie","Aktien","1.591.037,00","0,02","1.591.037,00","43.001,00","37,00","Niederlande","Euronext Amsterdam","EUR"
"FLS","FLSMIDTH AND CO CLASS B","Industrie","Aktien","1.586.135,03","0,02","1.586.135,03","30.407,00","52,16","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"GFTU","GRAFTON GROUP PLC","Industrie","Aktien","1.569.185,14","0,02","1.569.185,14","154.879,00","10,13","Vereinigtes Königreich","London Stock Exchange","GBP"
"SCT","SOFTCAT PLC","IT","Aktien","1.542.659,52","0,02","1.542.659,52","95.664,00","16,13","Vereinigtes Königreich","London Stock Exchange","GBP"
"AMV0","AUMOVIO N","Zyklische Konsumgüter ","Aktien","1.514.230,80","0,02","1.514.230,80","40.596,00","37,30","Deutschland","Xetra","EUR"
"TBCG","TBC BANK GROUP PLC","Financials","Aktien","1.490.994,01","0,02","1.490.994,01","36.095,00","41,31","Vereinigtes Königreich","London Stock Exchange","GBP"
"ATE","ALTEN SA","IT","Aktien","1.480.664,05","0,02","1.480.664,05","22.727,00","65,15","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"NOD","NORDIC SEMICONDUCTOR","IT","Aktien","1.466.072,53","0,02","1.466.072,53","134.204,00","10,92","Norwegen","Oslo Bors Asa","NOK"
"MF","WENDEL","Financials","Aktien","1.463.048,40","0,02","1.463.048,40","19.276,00","75,90","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"EZJ","EASYJET PLC","Industrie","Aktien","1.463.827,02","0,02","1.463.827,02","283.001,00","5,17","Vereinigtes Königreich","London Stock Exchange","GBP"
"PUIG","PUIG BRANDS SA CLASS B","Nichtzyklische Konsumgüter","Aktien","1.460.095,66","0,02","1.460.095,66","102.391,00","14,26","Spanien","Bolsa De Madrid","EUR"
"TECN","TECAN GROUP AG","Gesundheitsversorgung","Aktien","1.458.378,07","0,02","1.458.378,07","10.096,00","144,45","Schweiz","SIX Swiss Exchange","CHF"
"BAVA","BAVARIAN NORDIC","Gesundheitsversorgung","Aktien","1.449.430,12","0,02","1.449.430,12","59.481,00","24,37","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"DKSH","DKSH HOLDING AG","Industrie","Aktien","1.439.396,70","0,02","1.439.396,70","25.071,00","57,41","Schweiz","SIX Swiss Exchange","CHF"
"WALL B","WALLENSTAM CLASS B","Immobilien","Aktien","1.431.571,30","0,02","1.431.571,30","368.723,00","3,88","Schweden","Nasdaq Omx Nordic","SEK"
"SDF","K S N AG","Materialien","Aktien","1.414.341,90","0,02","1.414.341,90","125.163,00","11,30","Deutschland","Xetra","EUR"
"GRG","GREGGS PLC","Zyklische Konsumgüter ","Aktien","1.409.385,74","0,02","1.409.385,74","83.408,00","16,90","Vereinigtes Königreich","London Stock Exchange","GBP"
"SFSN","SFS GROUP AG","Industrie","Aktien","1.408.015,25","0,02","1.408.015,25","13.154,00","107,04","Schweiz","SIX Swiss Exchange","CHF"
"AZE","AZELIS GROUP NV","Industrie","Aktien","1.405.723,11","0,02","1.405.723,11","150.667,00","9,33","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"DLN","DERWENT LONDON REIT PLC","Immobilien","Aktien","1.400.036,33","0,02","1.400.036,33","73.217,00","19,12","Vereinigtes Königreich","London Stock Exchange","GBP"
"SOP","SOPRA STERIA GROUP","IT","Aktien","1.390.017,20","0,02","1.390.017,20","10.868,00","127,90","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AMP","AMPLIFON","Gesundheitsversorgung","Aktien","1.380.671,10","0,02","1.380.671,10","104.994,00","13,15","Italien","Borsa Italiana","EUR"
"BAKKA","BAKKAFROST","Nichtzyklische Konsumgüter","Aktien","1.356.050,97","0,01","1.356.050,97","35.037,00","38,70","Norwegen","Oslo Bors Asa","NOK"
"HIAB","HIAB CORPORATION CLASS B","Industrie","Aktien","1.347.660,42","0,01","1.347.660,42","29.541,00","45,62","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"CLN","CLARIANT AG","Materialien","Aktien","1.346.642,19","0,01","1.346.642,19","187.150,00","7,20","Schweiz","SIX Swiss Exchange","CHF"
"HPOL B","HEXPOL CLASS B","Materialien","Aktien","1.341.833,96","0,01","1.341.833,96","183.096,00","7,33","Schweden","Nasdaq Omx Nordic","SEK"
"BME","B&M EUROPEAN VALUE RETAIL SA","Zyklische Konsumgüter ","Aktien","1.330.274,16","0,01","1.330.274,16","748.791,00","1,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"PUM","PUMA","Zyklische Konsumgüter ","Aktien","1.246.383,93","0,01","1.246.383,93","80.646,00","15,46","Deutschland","Xetra","EUR"
"TATE","TATE AND LYLE PLC","Nichtzyklische Konsumgüter","Aktien","1.219.177,49","0,01","1.219.177,49","283.915,00","4,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"KINV B","KINNEVIK CLASS B","Financials","Aktien","1.219.380,18","0,01","1.219.380,18","171.757,00","7,10","Schweden","Nasdaq Omx Nordic","SEK"
"LXS","LANXESS AG","Materialien","Aktien","1.150.223,63","0,01","1.150.223,63","72.661,00","15,83","Deutschland","Xetra","EUR"
"SK","SEB SA","Zyklische Konsumgüter ","Aktien","1.068.490,80","0,01","1.068.490,80","22.831,00","46,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DIA","DIASORIN","Gesundheitsversorgung","Aktien","1.066.178,84","0,01","1.066.178,84","18.269,00","58,36","Italien","Borsa Italiana","EUR"
"HEM","HEMNET GROUP","Kommunikation","Aktien","1.048.963,10","0,01","1.048.963,10","65.215,00","16,08","Schweden","Nasdaq Omx Nordic","SEK"
"OCDO","OCADO GROUP PLC","Nichtzyklische Konsumgüter","Aktien","920.458,46","0,01","920.458,46","450.864,00","2,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"GBP","GBP CASH","Cash und/oder Derivate","Geldmarkt","906.447,64","0,01","906.447,64","798.758,00","113,48","Vereinigtes Königreich","-","GBP"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","667.056,35","0,01","667.056,35","7.828.175,00","8,52","Norwegen","-","NOK"
"PLN","PLN CASH","Cash und/oder Derivate","Geldmarkt","575.730,56","0,01","575.730,56","2.443.429,00","23,56","Polen","-","PLN"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","155.740,08","0,00","155.740,08","1.712.835,00","9,09","Schweden","-","SEK"
"-","VIDRALA SA RFD","Materialien","Aktien","78.533,40","0,00","78.533,40","978,00","80,30","Spanien","Bolsa De Madrid","EUR"
"GBP","GBP/EUR","Cash und/oder Derivate","FX","1.921,21","0,00","1.921,21","-1.589.930,00","1,00","Europäische Union","-","EUR"
"SEK","SEK/EUR","Cash und/oder Derivate","FX","1.957,27","0,00","1.957,27","-10.963.501,00","1,00","Europäische Union","-","EUR"
"NOK","NOK/EUR","Cash und/oder Derivate","FX","1.209,13","0,00","1.209,13","-5.991.137,00","1,00","Europäische Union","-","EUR"
"ETD_EUR","ETD EUR BALANCE WITH R84910","Cash und/oder Derivate","Geldmarkt","0,00","0,00","0,00","0,00","100,00","Europäische Union","-","EUR"
"DKK","DKK/EUR","Cash und/oder Derivate","FX","-69,25","0,00","-69,25","5.049.570,00","1,00","Europäische Union","-","EUR"
"SXOZ5","STOXX EUROPE 600 DEC 25","Cash und/oder Derivate","Futures","0,00","0,00","45.670.625,00","1.625,00","562,10","Europäische Union","Eurex Deutschland","EUR"
"NOK","NOK/EUR","Cash und/oder Derivate","FX","-562,20","0,00","-562,20","2.785.650,00","1,00","Europäische Union","-","EUR"
"PLN","PLN/EUR","Cash und/oder Derivate","FX","-503,80","0,00","-503,80","610.480,00","1,00","Europäische Union","-","EUR"
"SEK","SEK/EUR","Cash und/oder Derivate","FX","-2.232,58","0,00","-2.232,58","12.417.423,00","1,00","Europäische Union","-","EUR"
"GBP","GBP/EUR","Cash und/oder Derivate","FX","-5.228,83","0,00","-5.228,83","4.255.399,00","1,00","Europäische Union","-","EUR"
"CHF","CHF/EUR","Cash und/oder Derivate","FX","-7.868,30","0,00","-7.868,30","2.932.516,00","1,00","Europäische Union","-","EUR"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","-333.583,02","0,00","-333.583,02","-2.491.474,00","13,39","Dänemark","-","DKK"
"CHF","CHF CASH","Cash und/oder Derivate","Geldmarkt","-2.865.505,68","-0,03","-2.865.505,68","-2.650.251,00","108,12","Schweiz","-","CHF"
 
